ENCFF	ChIP-CellLine	TF-Target	Enh-CellLine	Total_Bin_Size	Enh_Bin_Size	Rand_Bind_Size	TotalPeaks	PeakOverlap	PeakOverlap_Rand
ENCFF060MHX	HepG2	ZNF865	MCF7	2959575	16434	25000	21351	1639	162
ENCFF060REJ	HepG2	GATAD1	MCF7	2959575	16434	25000	25196	4289	212
ENCFF061ZIT	HepG2	NFYC	MCF7	2959575	16434	25000	15453	2253	134
ENCFF062KLW	MCF-7	RAD51	MCF7	2959575	16434	25000	6715	1904	48
ENCFF062UNZ	HepG2	HSF2	MCF7	2959575	16434	25000	6223	889	51
ENCFF063NIH	K562	L3MBTL2	MCF7	2959575	16434	25000	50831	5281	436
ENCFF063VRD	K562	ZNF23	MCF7	2959575	16434	25000	2080	224	19
ENCFF065ASC	MCF-7	NBN	MCF7	2959575	16434	25000	1914	442	10
ENCFF065RZP	K562	ETV1	MCF7	2959575	16434	25000	22205	2787	163
ENCFF066CWG	K562	FOXK2	MCF7	2959575	16434	25000	23190	2967	195
ENCFF066OJB	K562	CBX5	MCF7	2959575	16434	25000	6993	630	52
ENCFF067BCD	K562	NCOA4	MCF7	2959575	16434	25000	1912	169	14
