HNRNPLL	1.0332945178747353
ATF4	0.6167747621943536
H3K4me1	0.2559287860545689
YY1	0.2522158114397041
FOS	0.24092216600518088
MYNN	0.21526967068748404
DNMT1	0.16758129396824512
DEAF1	0.15953837863223191
POLR2H	0.10204405132132723
GATA1	0.0444749306165618
GTF2E2	0.042918286042994525
RBM25	0.0364279736357793
FOXK2	0.034017881395306995
SRSF7	0.028618545051215853
RUNX1	0.027625669652924043
HDAC8	0.021057400670076366
BRD4	0.015417792038966571
TFDP1	0.004074933532061503
ZKSCAN1	0.002891806198372409
ZNF143	0.0016719025483171097
SAP30	0.0013760425082799245
RBM39	0.001028392929689807
ZFX	0.0005737209338805995
BRF2	0.0005289534724550335
NR2F1	0.0004926671606766832
HCFC1	0.000469061473366604
IRF9	0.000343869795225427
ZBTB33	0.00026076109348664923
NFATC3	0.00015170408901063776
TEAD4	9.860638268272272e-05
CREB3	8.251085264193487e-05
L3MBTL2	3.6847006423453886e-05
H3K9me1	2.1460300144817652e-05
LARP7	1.918823911438191e-05
AFF1	8.910414823463122e-06
ZHX1	5.637287896489717e-06
CHD4	5.554895931730707e-06
SAFB2	5.355859832501577e-06
SOX6	5.042010606667182e-06
SRF	3.7811395244172094e-06
FOSL1	1.7969597392620024e-06
NEUROD1	1.6312310410068163e-06
PHF21A	1.1194562803247413e-06
SMARCA4	1.0876956320181172e-06
YBX3	1.0831162167328588e-06
GABPB1	9.097008216846904e-07
RBFOX2	8.660406396537221e-07
JUND	7.800656579576527e-07
ATF7	6.908256664414837e-07
H3K9ac	6.72899425072732e-07
GABPA	6.621851121220319e-07
CTBP1	6.347206906845398e-07
SMARCB1	6.14355135323003e-07
RBM34	6.116984929210765e-07
H3K27ac	5.210569069973504e-07
MNT	4.6065449576809804e-07
KLF13	4.3671423209974215e-07
ZFP91	3.9730314624103415e-07
SMAD1	3.734277289938259e-07
DPF2	3.6635046408629046e-07
E2F7	3.580765134875373e-07
CREM	3.2120170176757646e-07
TEAD2	3.1518662972972307e-07
CC2D1A	3.0295913139111014e-07
ZNF644	2.52872751941728e-07
EGR1	2.5171845312808936e-07
SMAD5	2.3419968157564142e-07
ELF1	2.198096703968616e-07
CSDE1	2.1052243004191763e-07
NFYB	2.0346345370929629e-07
ZNF384	1.9140991391289714e-07
