ENCFF	ChIP-CellLine	TF-Target	Enh-CellLine	Total_Bin_Size	Enh_Bin_Size	Rand_Bind_Size	TotalPeaks	PeakOverlap	PeakOverlap_Rand
ENCFF051FNO	K562	PML	K562	2959575	15496	25000	20659	6528	155
ENCFF052BXQ	HepG2	RNF2	K562	2959575	15496	25000	12038	1784	92
ENCFF052NNP	HepG2	NBN	K562	2959575	15496	25000	1480	37	10
ENCFF053ABJ	K562	ZNF583	K562	2959575	15496	25000	9547	3299	86
ENCFF053PDX	K562	PHF20	K562	2959575	15496	25000	14111	3029	109
ENCFF053XYZ	K562	POLR2AphosphoS5	K562	2959575	15496	25000	30219	7395	260
ENCFF055HMB	HepG2	HNRNPH1	K562	2959575	15496	25000	2638	406	18
ENCFF057MJF	HepG2	U2AF1	K562	2959575	15496	25000	5990	1072	38
ENCFF057RJK	K562	RREB1	K562	2959575	15496	25000	8565	2450	78
ENCFF057SID	K562	NCOA2	K562	2959575	15496	25000	3259	1185	33
ENCFF058VGZ	K562	ZNF184	K562	2959575	15496	25000	12450	3478	99
ENCFF058ZHN	K562	MTA1	K562	2959575	15496	25000	16046	5896	143
ENCFF060IPX	HepG2	ZEB1	K562	2959575	15496	25000	14129	1551	116
ENCFF060MHX	HepG2	ZNF865	K562	2959575	15496	25000	21351	1307	162
ENCFF060REJ	HepG2	GATAD1	K562	2959575	15496	25000	25196	3635	212
ENCFF061ZIT	HepG2	NFYC	K562	2959575	15496	25000	15453	2110	134
ENCFF062KLW	MCF-7	RAD51	K562	2959575	15496	25000	6715	868	48
ENCFF062UNZ	HepG2	HSF2	K562	2959575	15496	25000	6223	779	51
ENCFF063NIH	K562	L3MBTL2	K562	2959575	15496	25000	50831	11621	436
ENCFF063VRD	K562	ZNF23	K562	2959575	15496	25000	2080	729	19
ENCFF065ASC	MCF-7	NBN	K562	2959575	15496	25000	1914	244	10
ENCFF065RZP	K562	ETV1	K562	2959575	15496	25000	22205	6481	163
ENCFF066CWG	K562	FOXK2	K562	2959575	15496	25000	23190	7132	195
ENCFF066OJB	K562	CBX5	K562	2959575	15496	25000	6993	1383	52
ENCFF067BCD	K562	NCOA4	K562	2959575	15496	25000	1912	648	14
