IKZF1	0.5399096440452488
NFYA	0.3987100120686939
SAFB	0.397507245678375
NFATC3	0.3322053993205599
H3K4me2	0.2871645841582829
BRF1	0.26944748763337834
HNRNPUL1	0.1818314987019918
GTF3C2	0.15873742674339336
MYC	0.1337718980710364
CC2D1A	0.12044380399974361
POLR2B	0.0894479493609558
DACH1	0.08175363702460545
ZNF318	0.07667590845354996
GATA2	0.06878598819465626
ESRRA	0.054577801740921715
MAFF	0.04801471395880924
MNT	0.019714674677023848
ZNF197	0.01909238785945169
GABPB1	0.017845202196092962
HDGF	0.0053057635058647214
BMI1	0.005302886486452309
TAL1	0.0030889346916380075
GATAD2A	0.0019294734239655071
H2AFZ	0.0015116417098254198
FOS	0.001197549548453027
RBBP5	0.0007905419036883788
POLR2AphosphoS5	0.00042606769088133703
MAFG	0.00039772618121452157
AFF1	0.00020259724274547658
SAFB2	0.00010484547038806952
MTA1	0.00010050183140102809
HNRNPK	5.602508032683297e-05
HES1	5.4592583907283475e-05
CTBP1	1.2705552342208701e-05
ZNF175	1.1074801829113642e-05
NR2F6	1.0242315579678828e-05
H3K27ac	9.159481656868034e-06
GTF2E2	8.990236881459974e-06
ID3	8.336101818943735e-06
ELF4	7.378861567554619e-06
SMARCA4	6.980399121146728e-06
HCFC1	5.834389622257532e-06
DIDO1	5.525005592680545e-06
NFRKB	5.271145803896157e-06
DPF2	4.666104487679679e-06
CREB3	4.484087470931738e-06
JUND	4.18243372860865e-06
ZNF584	4.125352195014781e-06
ZNF740	3.775005325625512e-06
ATF4	3.32219963227467e-06
SMARCB1	3.157658404523072e-06
NFYB	3.136932136653669e-06
GABPA	2.8636905911773823e-06
E2F1	2.7079921090310135e-06
NCOR1	2.6357074307605865e-06
FOXJ2	2.594555661105924e-06
SMAD1	2.5316001089781105e-06
TRIM28	2.5277046427138087e-06
PHF21A	2.33950493785187e-06
ZHX1	2.2738179080955893e-06
RBM22	2.1698709815879724e-06
GATA1	2.166509352001935e-06
L3MBTL2	2.1396629567429223e-06
YY1	1.9987469286247076e-06
H3K4me1	1.993585573838388e-06
NR4A1	1.961147267569462e-06
NUFIP1	1.802043695653561e-06
CDC5L	1.7857161217714105e-06
CREB1	1.7557351002527083e-06
ZNF639	1.652493381198546e-06
RBFOX2	1.63892427236261e-06
ETV1	1.590927267200381e-06
BRF2	1.585953132535675e-06
PTBP1	1.5814014403737405e-06
SMARCA5	1.5674057112958463e-06
NFE2L1	1.5673776770188508e-06
PCBP2	1.4991070324373427e-06
SUZ12	1.4975997464504417e-06
ZC3H11A	1.339073442917647e-06
CBX3	1.2966957761729802e-06
KAT2B	1.211877359782588e-06
DDX20	1.1512237498770295e-06
YBX3	1.1219419321523586e-06
NKRF	1.0907217491822627e-06
KLF1	1.0537728317796974e-06
HNRNPLL	1.033358820230981e-06
MITF	9.960562009951015e-07
KLF16	9.72477822730546e-07
MEF2A	9.183836341029816e-07
RAD21	9.138399836924341e-07
RUNX1	8.879371495013596e-07
ELF1	8.849379184363461e-07
MBD2	8.68151114380143e-07
CTCFL	8.481861926761558e-07
ZBTB11	7.990431369107806e-07
KDM4B	7.725616202332232e-07
H3K36me3	7.455929361967675e-07
JUNB	7.164371509046506e-07
CHD1	7.081797167584285e-07
CBX1	6.993299979134427e-07
ZBTB40	6.852504160162235e-07
HDAC8	6.737238241818398e-07
ZNF644	6.444632391241585e-07
ARID3A	6.234693713773786e-07
MCM3	6.152676288567041e-07
ATF3	5.995622469807484e-07
SNRNP70	5.945799308489749e-07
NFE2	5.687078031977797e-07
CEBPB	5.477681044951267e-07
U2AF1	5.292817327440571e-07
FOSL1	5.133764355199031e-07
ZKSCAN1	5.087116640660789e-07
NR2C2	4.851277892651264e-07
POU5F1	4.602741061568451e-07
SRF	4.5111296146339284e-07
POLR2H	4.4937076132274725e-07
NELFE	4.3682136868091327e-07
RBM17	4.3661446793323125e-07
BACH1	4.2849598869076316e-07
TAF1	4.2385597442236874e-07
ZNF395	3.871269670467609e-07
TRIP13	3.8503281002848914e-07
RBM14	3.7015443014253197e-07
EHMT2	3.654644636218472e-07
ZNF282	3.459635590784346e-07
DNMT1	2.8936052241079857e-07
IRF1	2.797266279977975e-07
ARHGAP35	2.7698941829801785e-07
HDAC2	2.7441667981425824e-07
SRSF1	2.696483759077038e-07
H3K9me1	2.5383533415059644e-07
H3K9me3	2.4898537695865814e-07
ZNF280A	2.3383871562385052e-07
MYNN	2.3133553492468277e-07
ZNF274	2.3116976359405852e-07
SIX5	2.3115736382478706e-07
CTCF	2.285373648742176e-07
POLR2A	2.2501102911943088e-07
CHD2	1.7857166773684937e-07
CBFA2T2	1.557566180662638e-07
USF2	1.5377203958722808e-07
ZNF143	1.453596770788388e-07
RAD51	1.1661717067678292e-07
H4K20me1	1.0761920801209137e-07
SAP30	1.0129083113763802e-07
CCAR2	9.276957983934136e-08
CHD7	6.249846895866719e-08
TSC22D4	6.06630512339506e-08
NBN	5.731340759014757e-08
ZNF766	5.4964061500929374e-08
E2F8	3.2195542688830796e-08
ETS2	2.9308062689040034e-08
GTF2F1	2.2821054329115764e-08
ARNT	1.3724442400742537e-08
TCF7	1.3321428947683988e-08
EP300	1.2036527693463515e-08
ZNF263	6.163932449573228e-09
RBM34	2.1718927942618664e-09
SMARCC2	2.6835946961130313e-10
PKNOX1	2.4743645547099504e-10
H3K9ac	-4.520587810949977e-11
ATF1	-1.561862817853651e-10
ZNF407	-1.9734584542020658e-09
FOXA1	-2.5280043505974896e-09
POLR3G	-1.6003559528948892e-08
MAZ	-2.944985915213669e-08
NONO	-3.5770374098071263e-08
SMAD2	-4.2139079173835804e-08
MCM7	-4.583080751070948e-08
CUX1	-4.9619720573344684e-08
ZKSCAN8	-6.173702872765931e-08
ZBTB33	-6.576754654471834e-08
SREBF1	-6.703465903029908e-08
XRCC5	-6.796711410547819e-08
HMBOX1	-8.060491543315004e-08
E2F7	-8.709508169593815e-08
MTA2	-9.776332995655554e-08
ATF7	-1.0242522935512566e-07
PML	-1.0469385984485319e-07
RBM15	-1.1407833628356933e-07
POLR2G	-1.2164134935927325e-07
EZH2	-1.4051579601341204e-07
IRF2	-1.4700575683578266e-07
ZFP91	-1.5817273810029526e-07
XRCC4	-1.6291063039350303e-07
ETV6	-1.658776629843629e-07
BCLAF1	-1.708698062473992e-07
POLR2AphosphoS2	-1.7946989160207166e-07
ZBTB7A	-1.8457636502282912e-07
DEAF1	-1.9137902575684553e-07
SP1	-1.9242433988877528e-07
NEUROD1	-2.152676722496728e-07
RFX1	-2.591077769176969e-07
