ZC3H11A	0.819915410312261
ELF4	0.48624101030275085
H3K4me1	0.290209502760375
FOXJ2	0.24047606318639317
CC2D1A	0.13524554187930715
E2F4	0.09229275741185218
PRMT5	0.08246050353265558
GATA1	0.08046625062028821
GTF2A2	0.0787298939617315
SNRNP70	0.05655029717204053
ATF3	0.05330569340121226
NFYA	0.04709855218086448
ZBTB5	0.015427756211721008
ZNF512	0.012487736551290636
HNRNPH1	0.004233587847096174
E2F1	0.003540586467044406
HNRNPUL1	0.00027879398719343084
ZNF197	0.00021954843711043522
ZNF318	0.0001876006196306652
ZNF83	2.453790478857368e-05
MAZ	2.0598912225708317e-05
CTBP1	1.850815684798758e-05
ZBTB7A	1.7915200347593066e-05
ELF1	1.551881114796421e-05
CHD1	1.36114755387367e-05
ATF4	1.2057757387613888e-05
SMARCC2	1.1444955771591677e-05
H3K27ac	1.0642063330513696e-05
H3K4me2	1.0596954402407943e-05
CTCF	9.912921576045519e-06
ZNF175	9.331466643132626e-06
H3K9ac	8.50355667504564e-06
SMARCA4	8.298770982042632e-06
DPF2	7.658298417654515e-06
JUND	7.481207317066999e-06
H2AFZ	6.809442898451582e-06
NR2F6	6.687435118525237e-06
GABPA	5.922939592400392e-06
TAF1	5.255516929827526e-06
KDM4B	5.0589030386300834e-06
GTF2E2	4.54874685266919e-06
BMI1	4.173854174930794e-06
ZEB2	4.153611916413599e-06
POLR2H	4.1022661133979444e-06
L3MBTL2	3.8231944568838995e-06
MAFG	3.7939901431623685e-06
IKZF1	3.7462760213861574e-06
TCF7	3.664014629762165e-06
ETV1	3.557893969342782e-06
YY1	3.506381220258224e-06
POLR2AphosphoS5	3.4644491303104473e-06
GABPB1	3.45306880128248e-06
TRIM28	3.2644227846120335e-06
E2F7	3.2371190848419182e-06
NFATC3	3.120533543908338e-06
MYNN	3.0871151211347305e-06
E4F1	3.032874142741695e-06
RBFOX2	2.9435378095816216e-06
KLF1	2.661554617057829e-06
CBFA2T2	2.487102018757455e-06
ATF7	2.47060366477284e-06
CREB3L1	2.443282887165702e-06
SRSF3	2.23553983424016e-06
ZNF282	2.2169483973762216e-06
NFYB	2.2122788357901047e-06
EHMT2	2.1735274275426687e-06
HCFC1	2.1628193927631537e-06
HDAC1	2.1466932120268464e-06
SPI1	2.1264303190751764e-06
BRF2	2.0840769307363063e-06
H3K9me1	2.062972592461522e-06
CCNT2	2.0545738679305995e-06
IRF1	2.0068062282154074e-06
PML	1.8942805247112407e-06
ZNF589	1.8750909497571091e-06
PHF21A	1.8648033586960104e-06
PHF20	1.7932195659941808e-06
CBX3	1.7762825326414462e-06
H3K27me3	1.7595164372326682e-06
NFRKB	1.7515709643039862e-06
HDAC6	1.7237291547254287e-06
ZBTB40	1.7149138307851596e-06
ZKSCAN1	1.6905870875676004e-06
CEBPB	1.575473687641387e-06
CTCFL	1.504397781259348e-06
SUZ12	1.4734694246667725e-06
MAFF	1.3890694560234816e-06
HDGF	1.3425729131141648e-06
SMARCA5	1.2855696858631425e-06
TEAD4	1.2655726009140656e-06
SAP30	1.2527194541012562e-06
ZNF740	1.2254984399376565e-06
HDAC8	1.1709568981267695e-06
TEAD2	1.1470765912560063e-06
SAFB	1.0256904009600452e-06
ZNF584	1.0153884564136129e-06
RBM14	9.787605395759485e-07
FOXK2	9.725404347333088e-07
ZNF766	9.132648546642397e-07
CREB1	8.227880858120504e-07
NELFE	7.495485876090731e-07
SRSF1	7.355628630741992e-07
ZNF263	7.231234958777872e-07
POLR2A	7.082751669762498e-07
RBM39	6.995826983504301e-07
RAD21	6.838813932277081e-07
NR4A1	6.668888425417233e-07
SMARCB1	6.545202559472881e-07
FUS	6.479236376852862e-07
ZNF143	6.07901792133779e-07
NBN	6.070522098379407e-07
SMAD1	6.041929623401167e-07
TBL1XR1	5.941812509702438e-07
USF1	5.926565791023132e-07
PCBP2	5.901764305282956e-07
FIP1L1	5.609100484484787e-07
SRSF7	5.367751365735818e-07
ARNT	5.289913925322987e-07
