	model1_A549_1	model1_A549_2	model1_K562_1	model1_K562_2	model1_HepG2_1	model1_HepG2_2	model1_MCF7_1	model1_MCF7_2	model2_A549_1	model2_A549_2	model2_K562_1	model2_K562_2	model2_HepG2_1	model2_HepG2_2	model2_MCF7_1	model2_MCF7_2	model3_A549_1	model3_A549_2	model3_K562_1	model3_K562_2	model3_HepG2_1	model3_HepG2_2	model3_MCF7_1	model3_MCF7_2	model4_A549_1	model4_A549_2	model4_K562_1	model4_K562_2	model4_HepG2_1	model4_HepG2_2	model4_MCF7_1	model4_MCF7_2	model5_A549_1	model5_A549_2	model5_K562_1	model5_K562_2	model5_HepG2_1	model5_HepG2_2	model5_MCF7_1	model5_MCF7_2	model6_A549_1	model6_A549_2	model6_K562_1	model6_K562_2	model6_HepG2_1	model6_HepG2_2	model6_MCF7_1	model6_MCF7_2
model4_MCF7_1	0.40026403519492776	0.45583725499342187	0.32725108254558377	0.32960634453494386	0.40202351089494165	0.4118573069956774	0.8006014282851832	0.7030762548756369	0.410845306364272	0.43250681996422713	0.3238336760790692	0.3188656840195693	0.40368747426343277	0.4223940024890625	0.8121979354767499	0.7001732842141164	0.42259610084265553	0.4478010278423655	0.31861084040682397	0.3251536502691874	0.3968654212876616	0.40953330730035037	0.780983913577473	0.7218846692509883	0.3955634896501661	0.4068819487335384	0.2933913145315159	0.30881496702547084	0.4186736208077805	0.39561853663833607	1.0	0.661484449841103	0.4125931952818011	0.4582049758771545	0.3351898224891875	0.33585089483116454	0.4073126327299022	0.4068372978949399	0.8039098173069826	0.7126141930528996	0.4113232038309375	0.46324513913245896	0.3379967823290695	0.3483002310150373	0.4119589938696649	0.41556068535719287	0.8178808880731352	0.710141922680543
model4_MCF7_2	0.3767701537419985	0.452134354048923	0.3399225252339508	0.3392448848911969	0.40136580800675725	0.40818785888670706	0.6837263118386575	0.8121999935433593	0.36470526699741723	0.42231624643494237	0.33528166760376216	0.3273292752970483	0.40145188395851666	0.41706024740938463	0.6899254415734106	0.8306152524157796	0.39684231671675657	0.44705661665991864	0.3313545516889453	0.3385606586883504	0.3958458221419232	0.4064209144129246	0.692259579374727	0.8001108311353751	0.38007517629348125	0.40312138606478554	0.309837839773179	0.28899590971758077	0.4096393156930654	0.37824295647863343	0.661484449841103	1.0	0.38904195399049657	0.45602745477260054	0.34811667785407946	0.34680044542939165	0.40664224280547284	0.40422101528167376	0.727314071517847	0.7882931900445492	0.38549450528288	0.4517807029548865	0.35274416517914586	0.3591436129771596	0.4103946245887486	0.4118658037101102	0.7151660790371902	0.8153139670451861
model5_A549_1	0.9264904301727093	0.7475876793008609	0.36494363904662613	0.3793822450058663	0.4470260960555589	0.46152710815121334	0.4876850428735138	0.5027274607674486	0.8830825395860954	0.7036261524744359	0.3545788353132635	0.3695703203905087	0.4355525717990557	0.4562781813161478	0.47185299340711107	0.5025914610752652	0.9536091763729946	0.76418915305266	0.359710511633715	0.34167922994747185	0.43862324934678437	0.44277842492209424	0.49490312182842333	0.5195847023011657	0.8204572777856863	0.609499577908203	0.29228121840117127	0.383624202826834	0.4193912019209103	0.4075923301534581	0.4125931952818011	0.38904195399049657	1.0	0.7612844842800482	0.367535873162994	0.38175912243877724	0.4489524615222934	0.45929989050231484	0.4952080916878969	0.5114479509181665	0.9747225033782473	0.7446385550233097	0.3661219689674757	0.38135258359196833	0.44308462199692383	0.4533888712761049	0.48995350513491415	0.5025437920405702
model5_A549_2	0.7198703394017875	0.9377147858906275	0.427779940545087	0.43309239654075515	0.531136528359043	0.5425889502225597	0.545998004242312	0.553808017711915	0.6852332379447773	0.9129320771202671	0.4207326280355283	0.4211225035138856	0.5210522551510213	0.5411174561003466	0.5377973210519055	0.5581614861107288	0.7703242620926284	0.9417895081639988	0.4201472472859725	0.4107878830848747	0.5182040798571795	0.52682596902086	0.5462061234037088	0.5532173299526376	0.6919001100027167	0.7869435254342323	0.3775382245451485	0.38835552256557576	0.5123644885983748	0.4907954553510906	0.4582049758771545	0.45602745477260054	0.7612844842800482	1.0	0.43298089963383896	0.441638937569346	0.5313291712609925	0.5367552596339707	0.5528686848667804	0.5656548693636002	0.7534099403729022	0.9646306671522621	0.43619502313447384	0.4483779345850787	0.5287918112638643	0.5388837002439697	0.5502286743734676	0.5590312912765177
model5_K562_1	0.3525884920654105	0.4112703337669752	0.9731515814178909	0.8997499914002057	0.466709619005057	0.463571923988296	0.39353763446096757	0.4163236955583152	0.3217897169644742	0.3650595527534311	0.9678833012786644	0.8688593760237816	0.45647926575482256	0.4677068529866675	0.3885506662162174	0.4099289008080107	0.37761023248837094	0.4041816490389789	0.9643853461286515	0.8547689927111594	0.4726370097085059	0.4515158679997244	0.406429452597558	0.40689077897801973	0.3463978177378667	0.31243864565221313	0.6971628014040494	0.6377538924852522	0.4220533024430833	0.389835344300785	0.3351898224891875	0.34811667785407946	0.367535873162994	0.43298089963383896	1.0	0.9250183906223327	0.47816294870884596	0.46477811886033193	0.4086155659435056	0.4181595199814592	0.35594461747276285	0.4103080546688457	0.9869796397238164	0.9235318540361607	0.4698202444965544	0.4597867748326467	0.3955356362024431	0.4063404547915421
model5_K562_2	0.3661859807270794	0.4161932370400589	0.8941426111621225	0.9746723692399505	0.47858263943026513	0.47480677945480887	0.401819355922103	0.42522352320450757	0.32999913604766745	0.36616415434506155	0.9051361689150785	0.9491721718346441	0.4655177538959283	0.4775456889591896	0.3938370324825339	0.4162810321581148	0.38911969648129735	0.4075141235296364	0.8945288279233508	0.9119004809035044	0.488297775054185	0.46099703733341296	0.41405674691102506	0.41009149614167206	0.36138355384791404	0.306254004600021	0.6296142401630413	0.6515668771105503	0.4233995861808017	0.3864488590574384	0.33585089483116454	0.34680044542939165	0.38175912243877724	0.441638937569346	0.9250183906223327	1.0	0.49260836745472414	0.4769665169070947	0.4145500099695104	0.42346450768245125	0.3680282348089152	0.4173110614094156	0.908979084269477	0.9774236799283287	0.48088353460720773	0.4679730219745365	0.40042099494433925	0.4087602496435629
model5_HepG2_1	0.42231530545105384	0.5047331513331957	0.46291295821645456	0.4773592778251547	0.9864980930384488	0.9356913780451892	0.4911564375179858	0.495283587600366	0.3998471543212267	0.46237940090057633	0.4590362268110738	0.4657769757478566	0.9757582686325299	0.9183156424877214	0.4832529714138417	0.48877983559436755	0.46429921512689204	0.5057750664268366	0.457082288469159	0.46690854583795055	0.9756938166031202	0.9260762809662442	0.5036018491317908	0.4911771564491602	0.4142858706825696	0.3906935169998037	0.37542745874098865	0.38987312668014634	0.8757897328907649	0.7635223402325028	0.4073126327299022	0.40664224280547284	0.4489524615222934	0.5313291712609925	0.47816294870884596	0.49260836745472414	1.0	0.9464103916157063	0.5035511011013682	0.5045645560075606	0.43657559109908056	0.506053159630054	0.4784348737476767	0.49790786617341265	0.9867131347611889	0.9286309844894015	0.49302343696256623	0.49073099856644414
model5_HepG2_2	0.4316503842673685	0.5124174722718428	0.4528182764901317	0.4609339901624722	0.9422078124584409	0.9883572694989643	0.49239947843936543	0.4955262853027254	0.4108381257855206	0.4731788123168391	0.447123876980316	0.4466799153040082	0.9282770106591803	0.9686965757899555	0.48316413396155616	0.4897003042012762	0.47521777349004785	0.5130135878306723	0.4483587017146894	0.4504316655326127	0.9332943355569967	0.9699484981180134	0.5067528233923569	0.4955382018090238	0.41755150680047076	0.3987878918235567	0.3723944920327081	0.39351965611821593	0.8476160473191019	0.8221685102711476	0.4068372978949399	0.40422101528167376	0.45929989050231484	0.5367552596339707	0.46477811886033193	0.4769665169070947	0.9464103916157063	1.0	0.5057576800824981	0.5062373883242473	0.4467517523976133	0.5134046305587752	0.46584397599608923	0.4843539124650706	0.937132035903455	0.9868476259846322	0.4955095460939867	0.4924213803805468
model5_MCF7_1	0.4656977960435327	0.542149053929538	0.3980932522407214	0.4011309835662072	0.49711660755727444	0.5085644653569155	0.9547419678927187	0.8755386234207498	0.47359788987770185	0.5132918086648077	0.3952435056149909	0.3884902611228716	0.4954906594467839	0.5137526154614994	0.9587274060531802	0.8686797575164735	0.5076133349797978	0.531711707953738	0.39287693764491904	0.3909048389221229	0.4925206933352711	0.49712755114353063	0.9536419413754142	0.8720742085829928	0.4345073478871284	0.43226520876981944	0.33852323630953685	0.3652583617678773	0.4851537779645595	0.4613284056535352	0.8039098173069826	0.727314071517847	0.4952080916878969	0.5528686848667804	0.4086155659435056	0.4145500099695104	0.5035511011013682	0.5057576800824981	1.0	0.9095186649140444	0.4875080237289041	0.5497566201049372	0.41038765206111505	0.4244256825391689	0.5023317717240128	0.5075182553704303	0.984161216793672	0.8856343085072612
model5_MCF7_2	0.4829622138580374	0.5535008944482657	0.40830178376797316	0.4115780547898564	0.49815361533974295	0.5096756784942306	0.8780696664515589	0.9422867015264755	0.48973793207314453	0.5229702668915316	0.40536561251855574	0.3996632265196851	0.4975513871211349	0.5180537570410617	0.8823273490793057	0.9490304177463589	0.5223805067132438	0.5425158082835383	0.39999442768599375	0.4012927195082272	0.4913838647531934	0.4941884901286463	0.8812239342208626	0.9257524167742682	0.4404980670985106	0.43619778682203686	0.3541512254847796	0.3761430585721683	0.49123209805644763	0.46575830609475544	0.7126141930528996	0.7882931900445492	0.5114479509181665	0.5656548693636002	0.4181595199814592	0.42346450768245125	0.5045645560075606	0.5062373883242473	0.9095186649140444	1.0	0.5041980890237436	0.5603395847778742	0.4220111932632427	0.4353644968662887	0.5052732248612049	0.5097579527667475	0.8963912593396903	0.9758975639679555
model6_A549_1	0.9151011333011881	0.7350079543072683	0.354115919020344	0.3653397105346187	0.43588841093633834	0.4505112262335348	0.4843983559718632	0.4949898291279268	0.8903679715287032	0.698550346635731	0.3441475416096504	0.3553294638554824	0.4254737085839157	0.44648133301245696	0.4699949651455425	0.4978877761915613	0.9246609951025471	0.7529009695953992	0.3491884271069931	0.33306318104782373	0.4248995884765365	0.43355293302656217	0.48720534243836694	0.5093342339402094	0.8233814051856135	0.6017615919041621	0.29610074671996184	0.37110982759927896	0.4153983720901998	0.4070960883940326	0.4113232038309375	0.38549450528288	0.9747225033782473	0.7534099403729022	0.35594461747276285	0.3680282348089152	0.43657559109908056	0.4467517523976133	0.4875080237289041	0.5041980890237436	1.0	0.7387280967593528	0.35626520106133197	0.3701931634838525	0.43254525081313167	0.4437780414391312	0.48665392207734964	0.4986119025582016
model6_A549_2	0.7071859756736274	0.9386865824999534	0.40666160331644824	0.4102045532949602	0.5060127638819409	0.519916868345847	0.542124299619961	0.5486315442045	0.6813160919095134	0.9165463525120081	0.39921694470345687	0.3984527714946307	0.4980232133735824	0.519864670456608	0.5336119570553104	0.5524320194879967	0.7506051321545255	0.9219753647668875	0.4000478257744411	0.3896318633677023	0.4914246299494568	0.5028572121228351	0.5433067181696029	0.5530485119177952	0.6682490291341835	0.8107105975909747	0.36278140103510575	0.3824126032804755	0.4928898287837666	0.4797099670195755	0.46324513913245896	0.4517807029548865	0.7446385550233097	0.9646306671522621	0.4103080546688457	0.4173110614094156	0.506053159630054	0.5134046305587752	0.5497566201049372	0.5603395847778742	0.7387280967593528	1.0	0.4148282581870694	0.4255266676177222	0.5049856545980874	0.5172402299192118	0.5491018663004488	0.5565294169277775
model6_K562_1	0.3514356825079026	0.41517048878294194	0.9770259455322644	0.8857341304266182	0.4687177248391366	0.46574679191651025	0.3957160181600224	0.41963926935724044	0.32249408708058186	0.36988684245864717	0.9679923950848222	0.8542034781266845	0.460476295933511	0.4717258554878138	0.3915184732020933	0.41392078363422286	0.37640101723368014	0.4078966285871413	0.9580405266479413	0.8460263545240138	0.47161045161469345	0.4532241585646555	0.40704440928067376	0.4097153816632782	0.3443713282100826	0.3181387412772308	0.7202060786813032	0.6445382233142705	0.4315040817677827	0.3990370607420248	0.3379967823290695	0.35274416517914586	0.3661219689674757	0.43619502313447384	0.9869796397238164	0.908979084269477	0.4784348737476767	0.46584397599608923	0.41038765206111505	0.4220111932632427	0.35626520106133197	0.4148282581870694	1.0	0.9182929091043857	0.47392402117277954	0.46353593836964546	0.3983186017223377	0.4117446259781195
model6_K562_2	0.36637682188912013	0.4246089159406314	0.9016069780481654	0.9570202328804155	0.48559359299780613	0.4836916890337444	0.41278900197061225	0.43537373324845113	0.3338993083194335	0.3762330255770893	0.909077016193094	0.9230284710770951	0.476179780733176	0.48938477824825816	0.4063228892124927	0.4277125796226535	0.3907905541443604	0.41482583684258123	0.8934634288832717	0.9175233420904955	0.4915189660294662	0.4691118437856188	0.4231378932979344	0.4211124305422665	0.35775752697910496	0.31656584403801474	0.6574608399590566	0.6932443789874783	0.4441782277264774	0.40916246934196754	0.3483002310150373	0.3591436129771596	0.38135258359196833	0.4483779345850787	0.9235318540361607	0.9774236799283287	0.49790786617341265	0.4843539124650706	0.4244256825391689	0.4353644968662887	0.3701931634838525	0.4255266676177222	0.9182929091043857	1.0	0.49174806908650953	0.4806208920209092	0.4117754647171173	0.4236981209331878
model6_HepG2_1	0.41760731928547823	0.5033255576173905	0.4573028840847335	0.46715930432623753	0.9811898723753189	0.9290359505543746	0.4910813454828487	0.495074776930393	0.39748878640722196	0.4617965128962	0.4548676386594775	0.45657746357503226	0.9799818188335946	0.9181057134954803	0.48400016321920175	0.48922228650905153	0.45915667141465677	0.5038244514617211	0.4486453952902097	0.46055079899263945	0.9638937472715655	0.918672807838091	0.5015130673697213	0.490926338412413	0.4097437160128552	0.39267940784685906	0.37874034783435107	0.39091319014948234	0.8970604342433607	0.7732054685188736	0.4119589938696649	0.4103946245887486	0.44308462199692383	0.5287918112638643	0.4698202444965544	0.48088353460720773	0.9867131347611889	0.937132035903455	0.5023317717240128	0.5052732248612049	0.43254525081313167	0.5049856545980874	0.47392402117277954	0.49174806908650953	1.0	0.926107539379471	0.49286359291162024	0.49327958246228776
model6_HepG2_2	0.4281917315238625	0.5150901451236355	0.44924663262885356	0.45303144600891937	0.926940238852503	0.9851648547500456	0.4955030230058153	0.4983806513813244	0.41089286552348436	0.4772644850866327	0.4437154081950816	0.4382850440557986	0.9157120700187966	0.9772539989234098	0.48816433720347036	0.4944919323713025	0.47098712545827615	0.5154776371336682	0.44254969639758024	0.4482143376081009	0.9121210857490943	0.9636739434703931	0.5075063803119932	0.49882397503818526	0.4125809913857603	0.40492822243223	0.3799624283540108	0.3942716282926911	0.852554249187092	0.847818405025745	0.41556068535719287	0.4118658037101102	0.4533888712761049	0.5388837002439697	0.4597867748326467	0.4679730219745365	0.9286309844894015	0.9868476259846322	0.5075182553704303	0.5097579527667475	0.4437780414391312	0.5172402299192118	0.46353593836964546	0.4806208920209092	0.926107539379471	1.0	0.49909702079804164	0.4990804947959815
model6_MCF7_1	0.46102106579091506	0.5371141707497032	0.3865785763797508	0.3885494822106606	0.487705807176512	0.49958940421807535	0.9655856609700642	0.8672625697943677	0.4774045089484703	0.5136111692825428	0.383479382843978	0.3762530656671227	0.48667573234173245	0.5052423710864148	0.9691242240065853	0.8621305446331495	0.5018309061453634	0.5274693800582562	0.38098445559182376	0.379547805527541	0.4816915243958447	0.4882068984998051	0.9475259490873503	0.8590755117222186	0.43178112611313063	0.4299911331327262	0.33423685171848083	0.3613725395700619	0.4792207256275564	0.45798359192737703	0.8178808880731352	0.7151660790371902	0.48995350513491415	0.5502286743734676	0.3955356362024431	0.40042099494433925	0.49302343696256623	0.4955095460939867	0.984161216793672	0.8963912593396903	0.48665392207734964	0.5491018663004488	0.3983186017223377	0.4117754647171173	0.49286359291162024	0.49909702079804164	1.0	0.877499656023274
model6_MCF7_2	0.4802016938609779	0.5506493351660822	0.39743184503071033	0.39771604761797247	0.4848562084633577	0.49722671550683706	0.8581250155531166	0.9506393045109308	0.4889708385082176	0.5233413662073874	0.39316649206342763	0.38456551965503505	0.4850287176057599	0.5075020482433829	0.8613908269046675	0.9613436751743408	0.5134425157378593	0.5366871408126492	0.3876312001942214	0.3923033744736459	0.4749610914477908	0.48129968294730924	0.853526413259893	0.920900898074261	0.42980697407577434	0.43943161901001465	0.3571483015562959	0.36893732364763254	0.487148110341012	0.46685248170437743	0.710141922680543	0.8153139670451861	0.5025437920405702	0.5590312912765177	0.4063404547915421	0.4087602496435629	0.49073099856644414	0.4924213803805468	0.8856343085072612	0.9758975639679555	0.4986119025582016	0.5565294169277775	0.4117446259781195	0.4236981209331878	0.49327958246228776	0.4990804947959815	0.877499656023274	1.0
